@ NAME             %06s "SURVEY"
@ TYPE             %06s "SURVEY"
@ TITLE            %08s "no-title"
@ ORIGIN           %18s "5.05.01 Windows 64"
@ DATE             %08s "15/07/20"
@ TIME             %08s "13.35.15"
* NAME               KEYWORD                             S                  L              ANGLE                  X                  Y                  Z              THETA                PHI                PSI         GLOBALTILT    SLOT_ID ASSEMBLY_ID           MECH_SEP              V_POS COMMENTS           
$ %s                 %s                                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le         %d         %d                %le                %le %s                 
 "DRIFT_131"         "DRIFT"                    649.0285528       0.4949999182                  0       -2908.407153        2389.919129        4217.922277       -1.640044406     -0.05660822996      0.01198646149      0.01198646149          0          0                  0                  0 ""                 
 "QTGD.411700"       "QUADRUPOLE"               651.2285528                2.2                  0       -2910.598365        2389.794657        4217.770297       -1.640044406     -0.05660822996      0.01198646149      0.01198646149          0          0                  0                  0 ""                 
 "DRIFT_132"         "DRIFT"                    651.3885528               0.16                  0       -2910.757726        2389.785605        4217.759244       -1.640044406     -0.05660822996      0.01198646149      0.01198646149          0          0                  0                  0 ""                 
 "BPM.411705"        "VMONITOR"                 651.6385528               0.25                  0       -2911.006727         2389.77146        4217.741973       -1.640044406     -0.05660822996      0.01198646149      0.01198646149          0          0                  0                  0 ""                 
 "DRIFT_133"         "DRIFT"                    651.7185528               0.08                  0       -2911.086407        2389.766934        4217.736447       -1.640044406     -0.05660822996      0.01198646149      0.01198646149          0          0                  0                  0 ""                 
 "MDGV.411706"       "VKICKER"                  652.2665528              0.548                  0       -2911.632218        2389.735929         4217.69859       -1.640044406     -0.05660822996      0.01198646149      0.01198646149          0          0                  0                  0 ""                 
 "DRIFT_134"         "DRIFT"                    652.9235528       0.6570000182                  0       -2912.286594        2389.698758        4217.653203       -1.640044406     -0.05660822996      0.01198646149      0.01198646149          0          0                  0                  0 ""                 
 "MBG.411708"        "RBEND"                    659.2235696        6.300016764        -0.00799133       -2918.563119        2389.342313        4217.243103       -1.632040255     -0.05660822661      0.01243932277   -0.0002260125112          0          0                  0                  0 ""                 
 "DRIFT_135"         "DRIFT"                    659.7935696       0.5700000364                  0       -2919.131139        2389.310064        4217.208271       -1.632040255     -0.05660822661      0.01243932277      0.01243932277          0          0                  0                  0 ""                 
 "MBG.411722"        "RBEND"                    666.0935864        6.300016764        -0.00799133       -2925.410745         2388.95362        4216.848422       -1.624036103     -0.05660822436      0.01289218402   -0.0002261482336          0          0                  0                  0 ""                 
 "DRIFT_136"         "DRIFT"                    666.6635863       0.5699999364                  0       -2925.979026         2388.92137        4216.818138       -1.624036103     -0.05660822436      0.01289218402      0.01289218402          0          0                  0                  0 ""                 
 "MBG.411736"        "RBEND"                    672.9636031        6.300016764        -0.00799133       -2932.261311        2388.564926        4216.508563       -1.616031952     -0.05660822319      0.01334504526   -0.0002262839783          0          0                  0                  0 ""                 
 "DRIFT_137"         "DRIFT"                    673.4586031       0.4950000182                  0       -2932.755013         2388.53692        4216.486215       -1.616031952     -0.05660822319      0.01334504526      0.01334504526          0          0                  0                  0 ""                 
 "QTGF.411800"       "QUADRUPOLE"               675.6586031                2.2                  0       -2934.949242        2388.412448        4216.386889       -1.616031952     -0.05660822319      0.01334504526      0.01334504526          0          0                  0                  0 ""                 
 "DRIFT_138"         "DRIFT"                    676.1486031               0.49                  0       -2935.437957        2388.384725        4216.364767       -1.616031952     -0.05660822319      0.01334504526      0.01334504526          0          0                  0                  0 ""                 
 "MDGH.411806"       "HKICKER"                  676.6966031              0.548                  0       -2935.984519         2388.35372        4216.340026       -1.616031952     -0.05660822319      0.01334504526      0.01334504526          0          0                  0                  0 ""                 
 "DRIFT_139"         "DRIFT"                    677.3536031       0.6570000182                  0       -2936.639796        2388.316549        4216.310364       -1.616031952     -0.05660822319      0.01334504526      0.01334504526          0          0                  0                  0 ""                 
 "MBG.411808"        "RBEND"                    683.6536199        6.300016764        -0.00799133       -2942.924358        2387.960104        4216.051082       -1.608027801      -0.0566082231       0.0137979065   -0.0002264197368          0          0                  0                  0 ""                 
 "DRIFT_140"         "DRIFT"                    684.2236199       0.5700000364                  0        -2943.49305        2387.927855        4216.029899       -1.608027801      -0.0566082231       0.0137979065       0.0137979065          0          0                  0                  0 ""                 
 "MBG.411822"        "RBEND"                    690.5236367        6.300016764        -0.00799133       -2949.779486        2387.571411        4215.820928       -1.600023649      -0.0566082241      0.01425076774   -0.0002265555004          0          0                  0                  0 ""                 
 "DRIFT_141"         "DRIFT"                    691.0936366       0.5699999364                  0        -2950.34833        2387.539161        4215.804297       -1.600023649      -0.0566082241      0.01425076774      0.01425076774          0          0                  0                  0 ""                 
 "MBG.411836"        "RBEND"                    697.3936534        6.300016764        -0.00799133       -2956.636238        2387.182717         4215.64565       -1.592019498     -0.05660822618      0.01470362899   -0.0002266912603          0          0                  0                  0 ""                 
 "DRIFT_142"         "DRIFT"                    697.8886534       0.4950000182                  0       -2957.130333        2387.154711        4215.635162       -1.592019498     -0.05660822618      0.01470362899      0.01470362899          0          0                  0                  0 ""                 
 "QTGF.411900"       "QUADRUPOLE"               700.0886534                2.2                  0       -2959.326315        2387.030239        4215.588549       -1.592019498     -0.05660822618      0.01470362899      0.01470362899          0          0                  0                  0 ""                 
 "DRIFT_143"         "DRIFT"                    700.2486534               0.16                  0       -2959.486023        2387.021187        4215.585159       -1.592019498     -0.05660822618      0.01470362899      0.01470362899          0          0                  0                  0 ""                 
 "BPM.411905"        "VMONITOR"                 700.4986534               0.25                  0       -2959.735566        2387.007042        4215.579862       -1.592019498     -0.05660822618      0.01470362899      0.01470362899          0          0                  0                  0 ""                 
 "DRIFT_144"         "DRIFT"                    700.5786534               0.08                  0        -2959.81542        2387.002516        4215.578167       -1.592019498     -0.05660822618      0.01470362899      0.01470362899          0          0                  0                  0 ""                 
 "BTV.411906"        "INSTRUMENT"               700.9286534               0.35                  0        -2960.16478        2386.982714        4215.570751       -1.592019498     -0.05660822618      0.01470362899      0.01470362899          0          0                  0                  0 ""                 
 "DRIFT_145"         "DRIFT"                    701.7836534       0.8550000182                  0       -2961.018219         2386.93434        4215.552636       -1.592019498     -0.05660822618      0.01470362899      0.01470362899          0          0                  0                  0 ""                 
 "MBG.411908"        "RBEND"                    708.0836702        6.300016764        -0.00799133       -2967.307194        2386.577895        4215.444322       -1.584015347     -0.05660822534      0.01515649025   -0.0002263260079          0          0                  0                  0 ""                 
 "DRIFT_146"         "DRIFT"                    708.6536702       0.5700000364                  0       -2967.876232        2386.545646          4215.4368       -1.584015347     -0.05660822534      0.01515649025      0.01515649025          0          0                  0                  0 ""                 
 "MBG.411922"        "RBEND"                     714.953687        6.300016764        -0.00799133       -2974.165873        2386.189202        4215.378827       -1.576011196      -0.0566082216      0.01560935149   -0.0002259627504          0          0                  0                  0 ""                 
 "DRIFT_147"         "DRIFT"                    715.5236869       0.5699999364                  0       -2974.734952        2386.156952        4215.375859       -1.576011196      -0.0566082216      0.01560935149      0.01560935149          0          0                  0                  0 ""                 
 "MBG.411936"        "RBEND"                    721.8237037        6.300016764        -0.00799133       -2981.024856        2385.800508        4215.368231       -1.568007044     -0.05660821894       0.0160622127   -0.0002260975113          0          0                  0                  0 ""                 
 "DRIFT_148"         "DRIFT"                    722.3187037       0.4950000182                  0       -2981.519061        2385.772502        4215.369609       -1.568007044     -0.05660821894       0.0160622127       0.0160622127          0          0                  0                  0 ""                 
 "QTGF.412000"       "QUADRUPOLE"               724.5187037                2.2                  0       -2983.715528         2385.64803        4215.375736       -1.568007044     -0.05660821894       0.0160622127       0.0160622127          0          0                  0                  0 ""                 
 "DRIFT_149"         "DRIFT"                    724.6787037               0.16                  0       -2983.875272        2385.638978        4215.376181       -1.568007044     -0.05660821894       0.0160622127       0.0160622127          0          0                  0                  0 ""                 
 "BPM.412005"        "HMONITOR"                 724.9287037               0.25                  0        -2984.12487        2385.624833        4215.376878       -1.568007044     -0.05660821894       0.0160622127       0.0160622127          0          0                  0                  0 ""                 
 "DRIFT_150"         "DRIFT"                    726.2137037        1.285000018                  0       -2985.407807        2385.552131        4215.380456       -1.568007044     -0.05660821894       0.0160622127       0.0160622127          0          0                  0                  0 ""                 
 "MBG.412008"        "RBEND"                    732.5137205        6.300016764        -0.00799133        -2991.69757        2385.195686        4215.423173       -1.560002893     -0.05660821737       0.0165150739   -0.0002262332979          0          0                  0                  0 ""                 
 "DRIFT_151"         "DRIFT"                    733.0837205       0.5700000364                  0       -2992.266624        2385.163437        4215.429315       -1.560002893     -0.05660821737       0.0165150739       0.0165150739          0          0                  0                  0 ""                 
 "MBG.412022"        "RBEND"                    739.3837373        6.300016764        -0.00799133       -2998.555844        2384.806993        4215.522374       -1.551998742     -0.05660821687      0.01696793509   -0.0002263681014          0          0                  0                  0 ""                 
 "DRIFT_152"         "DRIFT"                       751.7307        12.34696272                  0       -3010.880851        2384.108427        4215.754082       -1.551998742     -0.05660821687      0.01696793509      0.01696793509          0          0                  0                  0 ""                 
 "BTV.412035"        "INSTRUMENT"                  752.0807               0.35                  0       -3011.230229        2384.088624         4215.76065       -1.551998742     -0.05660821687      0.01696793509      0.01696793509          0          0                  0                  0 ""                 
 "DRIFT_153"         "DRIFT"                     754.353754           2.273054                  0       -3013.499241        2383.960019        4215.803307       -1.551998742     -0.05660821687      0.01696793509      0.01696793509          0          0                  0                  0 ""                 
 "QTLD.412100"       "QUADRUPOLE"                757.343754               2.99                  0       -3016.483924        2383.790851        4215.859418       -1.551998742     -0.05660821687      0.01696793509      0.01696793509          0          0                  0                  0 ""                 
 "DRIFT_154"         "DRIFT"                     757.906754              0.563                  0       -3017.045923        2383.758998        4215.869984       -1.551998742     -0.05660821687      0.01696793509      0.01696793509          0          0                  0                  0 ""                 
 "QTLD.412108"       "QUADRUPOLE"                760.896754               2.99                  0       -3020.030606         2383.58983        4215.926095       -1.551998742     -0.05660821687      0.01696793509      0.01696793509          0          0                  0                  0 ""                 
 "DRIFT_155"         "DRIFT"                    762.2927456        1.395991618                  0       -3021.424115        2383.510847        4215.952293       -1.551998742     -0.05660821687      0.01696793509      0.01696793509          0          0                  0                  0 ""                 
 "MBG.412115"        "RBEND"                    768.5927624        6.300016764        -0.00799133       -3027.712389        2383.154403        4216.095688       -1.543994591     -0.05660821745      0.01742079628   -0.0002265039133          0          0                  0                  0 ""                 
 "DRIFT_156"         "DRIFT"                       776.4408        7.848037618                  0       -3035.545041        2382.710377        4216.305667       -1.543994591     -0.05660821745      0.01742079628      0.01742079628          0          0                  0                  0 ""                 
 "BPM.412128"        "HMONITOR"                    776.6908               0.25                  0       -3035.794551        2382.696232        4216.312356       -1.543994591     -0.05660821745      0.01742079628      0.01742079628          0          0                  0                  0 ""                 
 "DRIFT_157"         "DRIFT"                    778.4987539        1.807953888                  0       -3037.598961        2382.593942        4216.360729       -1.543994591     -0.05660821745      0.01742079628      0.01742079628          0          0                  0                  0 ""                 
 "MBHFD.412133"      "RBEND"                    780.3987541        1.900000225     -0.00168531163       -3039.495194        2382.486472        4216.413165       -1.542306834     -0.05657877903      0.01751626137      0.01742079628          0          0                  0                  0 ""                 
 "DRIFT_158"         "DRIFT"                    782.4987539        2.099999775                  0       -3041.590983         2382.36772        4216.472889       -1.542306834     -0.05657877903      0.01751626137      0.01751626137          0          0                  0                  0 ""                 
 "MBHFD.412141"      "RBEND"                    784.3987541        1.900000225     -0.00168531163       -3043.487128        2382.260305        4216.528525       -1.540619083     -0.05654917978       0.0176116764      0.01751626137          0          0                  0                  0 ""                 
 "DRIFT_159"         "DRIFT"                        790.507        6.108245888                  0       -3049.582833        2381.915073        4216.712533       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "MDSH.412147"       "HKICKER"                      791.207                0.7                  0       -3050.281396         2381.87551         4216.73362       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "DRIFT_160"         "DRIFT"                        795.255              4.048                  0       -3054.321086        2381.646721        4216.855564       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "QTLF.412200"       "QUADRUPOLE"                   798.245               2.99                  0       -3057.304947        2381.477729        4216.945636       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "DRIFT_161"         "DRIFT"                        798.808              0.563                  0       -3057.866791        2381.445909        4216.962596       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "QTLF.412208"       "QUADRUPOLE"                   801.798               2.99                  0       -3060.850652        2381.276917        4217.052668       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "DRIFT_162"         "DRIFT"                        802.361              0.563                  0       -3061.412497        2381.245096        4217.069628       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "QTLF.412215"       "QUADRUPOLE"                   805.351               2.99                  0       -3064.396358        2381.076104          4217.1597       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "DRIFT_163"         "DRIFT"                        807.232              1.881                  0       -3066.273496        2380.969792        4217.216364       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "BPM.412221"        "VMONITOR"                     807.482               0.25                  0       -3066.522983        2380.955662        4217.223895       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "DRIFT_164"         "DRIFT"                        808.217              0.735                  0       -3067.256474        2380.914121        4217.246037       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "MDSV.412223"       "VKICKER"                      808.917                0.7                  0       -3067.955037        2380.874558        4217.267124       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "DRIFT_165"         "DRIFT"                        810.965              2.048                  0       -3069.998832        2380.758807        4217.328818       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "QTSD.412300"       "QUADRUPOLE"                   812.455               1.49                  0       -3071.485773        2380.674593        4217.373704       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "DRIFT_166"         "DRIFT"                        813.075               0.62                  0         -3072.1045        2380.639551        4217.392381       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "QTLD.412305"       "QUADRUPOLE"                   816.065               2.99                  0       -3075.088362        2380.470559        4217.482453       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "DRIFT_167"         "DRIFT"                        824.946              8.881                  0       -3083.951128        2379.968614        4217.749988       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "BPM.412311"        "VMONITOR"                     825.196               0.25                  0       -3084.200615        2379.954484        4217.757519       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "DRIFT_168"         "DRIFT"                         825.57              0.374                  0       -3084.573847        2379.933346        4217.768786       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "LASER.1"           "MARKER"                        825.57                  0                  0       -3084.573847        2379.933346        4217.768786       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "DRIFT_169"         "DRIFT"                        828.775              3.205                  0       -3087.772267        2379.752202        4217.865335       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "BPM.412319"        "MONITOR"                      829.025               0.25                  0       -3088.021754        2379.738073        4217.872866       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "DRIFT_170"         "DRIFT"                    831.4001999        2.375199888                  0       -3090.392078        2379.603829        4217.944417       -1.540619083     -0.05654917978       0.0176116764       0.0176116764          0          0                  0                  0 ""                 
 "MBHFD.412324"      "RBEND"                    833.3002001        1.900000225      0.00168534014       -3092.288223        2379.496414        4218.000054       -1.542306863     -0.05657877953      0.01751625975       0.0176116764          0          0                  0                  0 ""                 
 "DRIFT_171"         "DRIFT"                    834.1569999       0.8567997751                  0       -3093.143304        2379.447963        4218.024421       -1.542306863     -0.05657877953      0.01751625975      0.01751625975          0          0                  0                  0 ""                 
 "MBHFD.412330"      "RBEND"                    836.0570001        1.900000225      0.00168534014       -3095.039538        2379.340493        4218.076857       -1.543994648     -0.05660821845      0.01742079304      0.01751625975          0          0                  0                  0 ""                 
 "DRIFT_172"         "DRIFT"                        836.751       0.6939998876                  0       -3095.732177        2379.301228        4218.095425       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "MDSV.412335"       "VKICKER"                      837.451                0.7                  0       -3096.430805        2379.261623        4218.114154       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_173"         "DRIFT"                        838.056              0.605                  0       -3097.034619        2379.227394        4218.130341       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "MDSH.412338"       "HKICKER"                      838.756                0.7                  0       -3097.733247        2379.187789         4218.14907       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_174"         "DRIFT"                        839.123              0.367                  0       -3098.099527        2379.167025        4218.158889       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "BPM.412339"        "MONITOR"                      839.371              0.248                  0       -3098.347041        2379.152994        4218.165525       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_175"         "DRIFT"                        839.501               0.13                  0       -3098.476786        2379.145638        4218.169003       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "BCTF.412340"       "INSTRUMENT"                   839.984              0.483                  0       -3098.958839        2379.118311        4218.181926       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_176"         "DRIFT"                        844.275              4.291                  0       -3103.241427        2378.875535        4218.296734       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "BTV.412350"        "INSTRUMENT"                   844.625               0.35                  0       -3103.590741        2378.855733        4218.306098       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_177"         "DRIFT"                        845.421              0.796                  0       -3104.385181        2378.810697        4218.327396       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "BPM.412352"        "MONITOR"                      845.669              0.248                  0       -3104.632694        2378.796665        4218.334031       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_178"         "DRIFT"                        845.753              0.084                  0        -3104.71653        2378.791913        4218.336279       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "BTV.412353"        "INSTRUMENT"                   846.103               0.35                  0       -3105.065844        2378.772111        4218.345643       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_179"         "DRIFT"                          846.5              0.397                  0       -3105.462065        2378.749649        4218.356265       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "PLASMA.E"          "MARKER"                         846.5                  0                  0       -3105.462065        2378.749649        4218.356265       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_180"         "DRIFT"                          847.4                0.9                  0       -3106.360301        2378.698729        4218.380345       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "PLASMA_MERGE"      "MARKER"                         847.4                  0                  0       -3106.360301        2378.698729        4218.380345       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_181"         "DRIFT"                          847.5                0.1                  0       -3106.460105        2378.693071         4218.38302       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "PLASMA.412402"     "MONITOR"                        857.5                 10                  0       -3116.440501        2378.127291        4218.650576       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_182"         "DRIFT"                         857.65               0.15                  0       -3116.590207        2378.118805        4218.654589       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "IRIS2"             "MARKER"                        857.65                  0                  0       -3116.590207        2378.118805        4218.654589       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_183"         "DRIFT"                          858.5               0.85                  0       -3117.438541        2378.070713        4218.677331       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "PLASMA.S"          "MARKER"                         858.5                  0                  0       -3117.438541        2378.070713        4218.677331       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_184"         "DRIFT"                        868.969             10.469                  0       -3127.887017        2377.478398        4218.957435       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "BPM.412425"        "MONITOR"                      869.217              0.248                  0       -3128.134531        2377.464367        4218.964071       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_185"         "DRIFT"                        869.301              0.084                  0       -3128.218367        2377.459614        4218.966318       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "BTV.412426"        "INSTRUMENT"                   869.651               0.35                  0        -3128.56768        2377.439812        4218.975683       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_186"         "DRIFT"                        869.788              0.137                  0       -3128.704412        2377.432061        4218.979348       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "TABLE.1"           "MONITOR"                      871.788                  2                  0       -3130.700491        2377.318905        4219.032859       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_187"         "DRIFT"                        872.133              0.345                  0       -3131.044815        2377.299386         4219.04209       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "MQNBR.412432"      "MONITOR"                      872.418              0.285                  0       -3131.329256        2377.283261        4219.049715       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_188"         "DRIFT"                        872.628               0.21                  0       -3131.538844        2377.271379        4219.055334       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "MQNBR.412433"      "MONITOR"                      872.913              0.285                  0       -3131.823286        2377.255255        4219.062959       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_189"         "DRIFT"                        873.918              1.005                  0       -3132.826315        2377.198394        4219.089848       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "MBXFB.412435"      "MONITOR"                      874.918                  1                  0       -3133.824355        2377.141816        4219.116604       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_190"         "DRIFT"                       877.3414             2.4234                  0       -3136.243004        2377.004705        4219.181443       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "BTV.412442"        "MONITOR"                     877.7894              0.448                  0       -3136.690126        2376.979358         4219.19343       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_191"         "DRIFT"                          879.5             1.7106                  0       -3138.397373        2376.882575        4219.239198       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "SHIELD.1"          "MONITOR"                        879.5                  0                  0       -3138.397373        2376.882575        4219.239198       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_192"         "DRIFT"                    887.5061039          8.0061039                  0       -3146.387781        2376.429606        4219.453406       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "T.40"              "MARKER"                   887.5061039                  0                  0       -3146.387781        2376.429606        4219.453406       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "DRIFT_193"         "DRIFT"                            900         12.4938961                  0       -3158.857185        2375.722727        4219.787687       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
 "TT40TT41$END"      "MARKER"                           900                  0                  0       -3158.857185        2375.722727        4219.787687       -1.543994648     -0.05660821845      0.01742079304      0.01742079304          0          0                  0                  0 ""                 
