@ NAME             %06s "SURVEY"
@ TYPE             %06s "SURVEY"
@ TITLE            %08s "no-title"
@ ORIGIN           %18s "5.05.01 Windows 64"
@ DATE             %08s "15/07/20"
@ TIME             %08s "13.35.15"
* NAME               KEYWORD                             S                  L              ANGLE                  X                  Y                  Z              THETA                PHI                PSI         GLOBALTILT    SLOT_ID ASSEMBLY_ID           MECH_SEP              V_POS COMMENTS           
$ %s                 %s                                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le         %d         %d                %le                %le %s                 
 "MDGH.410606"       "HKICKER"                   314.835832              0.548                  0       -2585.454608        2401.811601        4296.469628       -1.977560787    0.0001780007267  -3.511259245e-005  -3.511259245e-005          0          0                  0                  0 ""                 
 "DRIFT_63"          "DRIFT"                     315.492832       0.6570000182                  0          -2586.058        2401.811718        4296.209693       -1.977560787    0.0001780007267  -3.511259245e-005  -3.511259245e-005          0          0                  0                  0 ""                 
 "MBGT.410608"       "RBEND"                    321.7928488        6.300016764        -0.00799133       -2591.853621        2401.807247        4293.739722       -1.969769167    -0.001597405074  -2.958283339e-005      -0.2240375516          0          0                  0                  0 ""                 
 "DRIFT_64"          "DRIFT"                    322.3628487       0.5699999364                  0       -2592.378853        2401.806337        4293.518293       -1.969769167    -0.001597405074  -2.958283339e-005  -2.958283339e-005          0          0                  0                  0 ""                 
 "MBGT.410622"       "RBEND"                    328.6628655        6.300016764        -0.00799133       -2598.193527         2401.79068        4291.093561       -1.961977512    -0.003372752848  -1.021987003e-005      -0.2240370208          0          0                  0                  0 ""                 
 "DRIFT_65"          "DRIFT"                    329.2328655       0.5700000364                  0       -2598.720466        2401.788758        4290.876233       -1.961977512    -0.003372752848  -1.021987003e-005  -1.021987003e-005          0          0                  0                  0 ""                 
 "MBGT.410636"       "RBEND"                    335.5328823        6.300016764        -0.00799133       -2604.553821        2401.761917        4288.496894         -1.9541858    -0.005148051695   2.297604113e-005      -0.2240376579          0          0                  0                  0 ""                 
 "DRIFT_66"          "DRIFT"                    336.1028823       0.5700000364                  0       -2605.082433        2401.758983        4288.283679         -1.9541858    -0.005148051695   2.297604113e-005   2.297604113e-005          0          0                  0                  0 ""                 
 "MBGT.410650"       "RBEND"                    342.4028991        6.300016764        -0.00799133       -2610.934096        2401.720958        4285.949886       -1.946394003    -0.006923295133   7.000475136e-005       -0.224037463          0          0                  0                  0 ""                 
 "DRIFT_67"          "DRIFT"                     342.897899       0.4949999182                  0       -2611.394578        2401.717531         4285.76831       -1.946394003    -0.006923295133   7.000475136e-005   7.000475136e-005          0          0                  0                  0 ""                 
 "QTGD.410700"       "QUADRUPOLE"                345.097899                2.2                  0       -2613.441163          2401.7023        4284.961307       -1.946394003    -0.006923295133   7.000475136e-005   7.000475136e-005          0          0                  0                  0 ""                 
 "DRIFT_68"          "DRIFT"                     345.257899               0.16                  0       -2613.590006        2401.701192        4284.902615       -1.946394003    -0.006923295133   7.000475136e-005   7.000475136e-005          0          0                  0                  0 ""                 
 "BPM.410705"        "VMONITOR"                  345.507899               0.25                  0       -2613.822573        2401.699462         4284.81091       -1.946394003    -0.006923295133   7.000475136e-005   7.000475136e-005          0          0                  0                  0 ""                 
 "DRIFT_69"          "DRIFT"                     345.587899               0.08                  0       -2613.896994        2401.698908        4284.781565       -1.946394003    -0.006923295133   7.000475136e-005   7.000475136e-005          0          0                  0                  0 ""                 
 "BTV.410706"        "INSTRUMENT"                345.937899               0.35                  0       -2614.222587        2401.696485        4284.653178       -1.946394003    -0.006923295133   7.000475136e-005   7.000475136e-005          0          0                  0                  0 ""                 
 "DRIFT_70"          "DRIFT"                     346.792899       0.8550000182                  0       -2615.017965        2401.690565        4284.339547       -1.946394003    -0.006923295133   7.000475136e-005   7.000475136e-005          0          0                  0                  0 ""                 
 "MBGT.410708"       "RBEND"                    353.0929158        6.300016764        -0.00799133       -2620.887563        2401.641357        4282.051447       -1.938602098    -0.008698484465    0.0001308661729      -0.2240374352          0          0                  0                  0 ""                 
 "DRIFT_71"          "DRIFT"                    353.6629158       0.5700000364                  0        -2621.41942        2401.636399        4281.846501       -1.938602098    -0.008698484465    0.0001308661729    0.0001308661729          0          0                  0                  0 ""                 
 "MBGT.410722"       "RBEND"                    359.9629326        6.300016764        -0.00799133       -2627.306577        2401.576007        4279.604241       -1.930810061     -0.01047362102    0.0002055603138      -0.2240375778          0          0                  0                  0 ""                 
 "DRIFT_72"          "DRIFT"                    360.5329326       0.5700000364                  0       -2627.840007        2401.570037        4279.403448       -1.930810061     -0.01047362102    0.0002055603138    0.0002055603138          0          0                  0                  0 ""                 
 "MBGT.410736"       "RBEND"                    366.8329494        6.300016764        -0.00799133       -2633.744347        2401.498463        4277.207169       -1.923017868     -0.01224870613    0.0002940872781      -0.2240378917          0          0                  0                  0 ""                 
 "DRIFT_73"          "DRIFT"                    367.4029493       0.5699999364                  0       -2634.279314        2401.491481        4277.010543       -1.923017868     -0.01224870613    0.0002940872781    0.0002940872781          0          0                  0                  0 ""                 
 "MBGT.410750"       "RBEND"                    373.7029661        6.300016764        -0.00799133        -2640.20046        2401.408725        4274.860386       -1.915225492     -0.01402373333    0.0003964472585      -0.2240373767          0          0                  0                  0 ""                 
 "DRIFT_74"          "DRIFT"                    374.1979661       0.4950000182                  0       -2640.666342        2401.401783        4274.693261       -1.915225492     -0.01402373333    0.0003964472585    0.0003964472585          0          0                  0                  0 ""                 
 "QTGF.410800"       "QUADRUPOLE"               376.3979661                2.2                  0       -2642.736929        2401.370932        4273.950484       -1.915225492     -0.01402373333    0.0003964472585    0.0003964472585          0          0                  0                  0 ""                 
 "DRIFT_75"          "DRIFT"                    376.5579661               0.16                  0       -2642.887517        2401.368688        4273.896463       -1.915225492     -0.01402373333    0.0003964472585    0.0003964472585          0          0                  0                  0 ""                 
 "BPM.410805"        "HMONITOR"                 376.8079661               0.25                  0       -2643.122811        2401.365182        4273.812057       -1.915225492     -0.01402373333    0.0003964472585    0.0003964472585          0          0                  0                  0 ""                 
 "DRIFT_76"          "DRIFT"                    376.8879661               0.08                  0       -2643.198105        2401.364061        4273.785047       -1.915225492     -0.01402373333    0.0003964472585    0.0003964472585          0          0                  0                  0 ""                 
 "MDGH.410806"       "HKICKER"                  377.4359661              0.548                  0        -2643.71387        2401.356376        4273.600028       -1.915225492     -0.01402373333    0.0003964472585    0.0003964472585          0          0                  0                  0 ""                 
 "DRIFT_77"          "DRIFT"                    378.0929661       0.6570000182                  0       -2644.332222        2401.347163        4273.378207       -1.915225492     -0.01402373333    0.0003964472585    0.0003964472585          0          0                  0                  0 ""                 
 "MBGT.410808"       "RBEND"                    384.3929829        6.300016764        -0.00799133       -2650.269796        2401.253225        4271.274307       -1.907432909     -0.01579870397    0.0005126404964      -0.2240370337          0          0                  0                  0 ""                 
 "DRIFT_78"          "DRIFT"                    384.9629828       0.5699999364                  0       -2650.807735         2401.24422        4271.086052       -1.907432909     -0.01579870397    0.0005126404964    0.0005126404964          0          0                  0                  0 ""                 
 "MBGT.410822"       "RBEND"                    391.2629996        6.300016764        -0.00799133       -2656.761356        2401.139101        4269.028543       -1.899640096     -0.01757362718      0.00064266733      -0.2240378625          0          0                  0                  0 ""                 
 "DRIFT_79"          "DRIFT"                    391.8329996       0.5700000364                  0       -2657.300731        2401.129085         4268.84449       -1.899640096     -0.01757362718      0.00064266733      0.00064266733          0          0                  0                  0 ""                 
 "MBGT.410836"       "RBEND"                    398.1330164        6.300016764        -0.00799133       -2663.270019        2401.012786        4266.833502       -1.891847028     -0.01934849633    0.0007865282494      -0.2240378417          0          0                  0                  0 ""                 
 "DRIFT_80"          "DRIFT"                    398.7030164       0.5700000364                  0       -2663.810793        2401.001758        4266.653665       -1.891847028     -0.01934849633    0.0007865282494    0.0007865282494          0          0                  0                  0 ""                 
 "MBGT.410850"       "RBEND"                    405.0030332        6.300016764        -0.00799133       -2669.795366        2400.874279        4264.689325       -1.884053681     -0.02112331257    0.0009442237829      -0.2240379698          0          0                  0                  0 ""                 
 "DRIFT_81"          "DRIFT"                    405.4980332       0.4950000182                  0       -2670.266172        2400.863824         4264.53682       -1.884053681     -0.02112331257    0.0009442237829    0.0009442237829          0          0                  0                  0 ""                 
 "QTGD.410900"       "QUADRUPOLE"               407.6980332                2.2                  0       -2672.358642        2400.817356        4263.859021       -1.884053681     -0.02112331257    0.0009442237829    0.0009442237829          0          0                  0                  0 ""                 
 "DRIFT_82"          "DRIFT"                    408.1880332               0.49                  0       -2672.824692        2400.807006        4263.708057       -1.884053681     -0.02112331257    0.0009442237829    0.0009442237829          0          0                  0                  0 ""                 
 "MDGV.410906"       "VKICKER"                  408.7360332              0.548                  0       -2673.345907        2400.795432        4263.539223       -1.884053681     -0.02112331257    0.0009442237829    0.0009442237829          0          0                  0                  0 ""                 
 "DRIFT_83"          "DRIFT"                    409.3930331       0.6569999182                  0       -2673.970795        2400.781555        4263.336808       -1.884053681     -0.02112331257    0.0009442237829    0.0009442237829          0          0                  0                  0 ""                 
 "MBGT.410908"       "RBEND"                    415.6930499        6.300016764        -0.00799133        -2679.97027        2400.642898         4261.41924       -1.876260027     -0.02289806931     0.001115754562      -0.2240372492          0          0                  0                  0 ""                 
 "DRIFT_84"          "DRIFT"                    416.2630499       0.5700000364                  0       -2680.513741        2400.629847        4261.247866       -1.876260027     -0.02289806931     0.001115754562     0.001115754562          0          0                  0                  0 ""                 
 "MBGT.410922"       "RBEND"                    422.5630667        6.300016764        -0.00799133       -2686.527735        2400.480012         4259.37719       -1.868466046      -0.0246727755     0.001301121239      -0.2240376804          0          0                  0                  0 ""                 
 "DRIFT_85"          "DRIFT"                    423.1330667       0.5700000364                  0       -2687.072502         2400.46595        4259.210064       -1.868466046      -0.0246727755     0.001301121239     0.001301121239          0          0                  0                  0 ""                 
 "MBGT.410936"       "RBEND"                    429.4330835        6.300016764        -0.00799133       -2693.100629        2400.304937        4257.386398        -1.86067171     -0.02644742452     0.001500324641      -0.2240372608          0          0                  0                  0 ""                 
 "DRIFT_86"          "DRIFT"                    430.0030834       0.5699999364                  0       -2693.646657        2400.289864         4257.22353        -1.86067171     -0.02644742452     0.001500324641     0.001500324641          0          0                  0                  0 ""                 
 "MBGT.410950"       "RBEND"                    436.3031002        6.300016764        -0.00799133       -2699.688532        2400.117675         4255.44699       -1.852876995     -0.02822201852     0.001713365619      -0.2240371184          0          0                  0                  0 ""                 
 "DRIFT_87"          "DRIFT"                    436.7981002       0.4950000182                  0        -2700.16378        2400.103707        4255.309259       -1.852876995     -0.02822201852     0.001713365619     0.001713365619          0          0                  0                  0 ""                 
 "QTGF.411000"       "QUADRUPOLE"               438.9981002                2.2                  0       -2702.275991        2400.041627        4254.697123       -1.852876995     -0.02822201852     0.001713365619     0.001713365619          0          0                  0                  0 ""                 
 "DRIFT_88"          "DRIFT"                    439.1581002               0.16                  0       -2702.429606        2400.037112        4254.652604       -1.852876995     -0.02822201852     0.001713365619     0.001713365619          0          0                  0                  0 ""                 
 "BPM.411005"        "HMONITOR"                 439.4081002               0.25                  0        -2702.66963        2400.030058        4254.583043       -1.852876995     -0.02822201852     0.001713365619     0.001713365619          0          0                  0                  0 ""                 
 "DRIFT_89"          "DRIFT"                    439.4881002               0.08                  0       -2702.746438          2400.0278        4254.560783       -1.852876995     -0.02822201852     0.001713365619     0.001713365619          0          0                  0                  0 ""                 
 "BTV.411006"        "INSTRUMENT"               439.8381002               0.35                  0       -2703.082471        2400.017924        4254.463398       -1.852876995     -0.02822201852     0.001713365619     0.001713365619          0          0                  0                  0 ""                 
 "DRIFT_90"          "DRIFT"                    440.6931002       0.8550000182                  0       -2703.903353        2399.993797        4254.225499       -1.852876995     -0.02822201852     0.001713365619     0.001713365619          0          0                  0                  0 ""                 
 "MBGT.411008"       "RBEND"                     446.993117        6.300016764        -0.00799133       -2709.958589        2399.810433        4252.496194       -1.845081878     -0.02999655828      0.00194024513      -0.2240370774          0          0                  0                  0 ""                 
 "DRIFT_91"          "DRIFT"                     447.563117       0.5700000364                  0       -2710.507035        2399.793338        4252.341874       -1.845081878     -0.02999655828      0.00194024513      0.00194024513          0          0                  0                  0 ""                 
 "MBGT.411022"       "RBEND"                    453.8631338        6.300016764        -0.00799133       -2716.575245        2399.598799        4250.659914       -1.837286334     -0.03177104507      0.00218096422      -0.2240371979          0          0                  0                  0 ""                 
 "DRIFT_92"          "DRIFT"                    454.4331337       0.5699999364                  0       -2717.124847        2399.580693        4250.509882       -1.837286334     -0.03177104507      0.00218096422      0.00218096422          0          0                  0                  0 ""                 
 "MBGT.411036"       "RBEND"                    460.7331505        6.300016764        -0.00799133       -2723.205641        2399.374981         4248.87537       -1.829490338     -0.03354548013     0.002435524033      -0.2240374788          0          0                  0                  0 ""                 
 "DRIFT_93"          "DRIFT"                    461.3031505       0.5700000364                  0       -2723.756364        2399.355863        4248.729636       -1.829490338     -0.03354548013     0.002435524033     0.002435524033          0          0                  0                  0 ""                 
 "MBGT.411050"       "RBEND"                    467.6031673        6.300016764        -0.00799133       -2729.849353        2399.138979        4247.142675       -1.821693866     -0.03531986469     0.002703925806       -0.224037919          0          0                  0                  0 ""                 
 "DRIFT_94"          "DRIFT"                    468.0981673       0.4950000182                  0       -2730.328556        2399.121499        4247.019856       -1.821693866     -0.03531986469     0.002703925806     0.002703925806          0          0                  0                  0 ""                 
 "QTGD.411100"       "QUADRUPOLE"               470.2981673                2.2                  0       -2732.458344        2399.043811        4246.473995       -1.821693866     -0.03531986469     0.002703925806     0.002703925806          0          0                  0                  0 ""                 
 "DRIFT_95"          "DRIFT"                    470.4581673               0.16                  0       -2732.613238        2399.038161        4246.434296       -1.821693866     -0.03531986469     0.002703925806     0.002703925806          0          0                  0                  0 ""                 
 "BPM.411105"        "VMONITOR"                 470.7081673               0.25                  0        -2732.85526        2399.029333        4246.372267       -1.821693866     -0.03531986469     0.002703925806     0.002703925806          0          0                  0                  0 ""                 
 "DRIFT_96"          "DRIFT"                    470.7881673               0.08                  0       -2732.932706        2399.026508        4246.352417       -1.821693866     -0.03531986469     0.002703925806     0.002703925806          0          0                  0                  0 ""                 
 "MDGV.411106"       "VKICKER"                  471.3361673              0.548                  0       -2733.463217        2399.007157        4246.216448       -1.821693866     -0.03531986469     0.002703925806     0.002703925806          0          0                  0                  0 ""                 
 "DRIFT_97"          "DRIFT"                    471.9931672       0.6569999182                  0        -2734.09925        2398.983957        4246.053434       -1.821693866     -0.03531986469     0.002703925806     0.002703925806          0          0                  0                  0 ""                 
 "MBGT.411108"       "RBEND"                     478.293184        6.300016764        -0.00799133       -2740.204044        2398.755901        4244.514123       -1.813896893     -0.03709419219     0.002986170907      -0.2240375172          0          0                  0                  0 ""                 
 "DRIFT_98"          "DRIFT"                     478.863184       0.5700000364                  0       -2740.756903        2398.734762        4244.377011       -1.813896893     -0.03709419219     0.002986170907     0.002986170907          0          0                  0                  0 ""                 
 "MBGT.411122"       "RBEND"                    485.1632008        6.300016764        -0.00799133       -2746.873111        2398.495535        4242.885445       -1.806099393     -0.03886846383     0.003282260711      -0.2240372711          0          0                  0                  0 ""                 
 "DRIFT_99"          "DRIFT"                    485.7332008       0.5700000364                  0       -2747.426986        2398.473386        4242.752657       -1.806099393     -0.03886846383     0.003282260711     0.003282260711          0          0                  0                  0 ""                 
 "MBGT.411136"       "RBEND"                    492.0332176        6.300016764        -0.00799133       -2753.554216         2398.22299        4241.308928       -1.798301343     -0.04064268084     0.003592196687      -0.2240371823          0          0                  0                  0 ""                 
 "DRIFT_100"         "DRIFT"                    492.6032175       0.5699999364                  0        -2754.10907         2398.19983        4241.180473       -1.798301343     -0.04064268084     0.003592196687     0.003592196687          0          0                  0                  0 ""                 
 "MBGT.411150"       "RBEND"                    498.9032343        6.300016764        -0.00799133       -2760.246929        2397.938265         4239.78467       -1.790502718      -0.0424168444     0.003915980402      -0.2240372463          0          0                  0                  0 ""                 
 "DRIFT_101"         "DRIFT"                    499.3982343       0.4950000182                  0       -2760.729596        2397.917275        4239.676885       -1.790502718      -0.0424168444     0.003915980402     0.003915980402          0          0                  0                  0 ""                 
 "QTGF.411200"       "QUADRUPOLE"               501.5982343                2.2                  0        -2762.87478        2397.823986        4239.197842       -1.790502718      -0.0424168444     0.003915980402     0.003915980402          0          0                  0                  0 ""                 
 "DRIFT_102"         "DRIFT"                    502.0882343               0.49                  0       -2763.352571        2397.803208        4239.091146       -1.790502718      -0.0424168444     0.003915980402     0.003915980402          0          0                  0                  0 ""                 
 "MDGH.411206"       "HKICKER"                  502.6362343              0.548                  0       -2763.886916        2397.779971         4238.97182       -1.790502718      -0.0424168444     0.003915980402     0.003915980402          0          0                  0                  0 ""                 
 "DRIFT_103"         "DRIFT"                    503.2932343       0.6570000182                  0       -2764.527546        2397.752111        4238.828761       -1.790502718      -0.0424168444     0.003915980402     0.003915980402          0          0                  0                  0 ""                 
 "MBGT.411208"       "RBEND"                    509.5932511        6.300016764        -0.00799133       -2770.675642         2397.47938         4237.48097       -1.782703494     -0.04419095569     0.004253613516      -0.2240374616          0          0                  0                  0 ""                 
 "DRIFT_104"         "DRIFT"                    510.1632511       0.5700000364                  0       -2771.232348        2397.454199        4237.361202       -1.782703494     -0.04419095569     0.004253613516     0.004253613516          0          0                  0                  0 ""                 
 "MBGT.411222"       "RBEND"                    516.4632679        6.300016764        -0.00799133       -2777.390285        2397.170302        4236.061507       -1.774903646     -0.04596501587     0.004605097786      -0.2240378285          0          0                  0                  0 ""                 
 "DRIFT_105"         "DRIFT"                    517.0332678       0.5699999364                  0       -2777.947864        2397.144111        4235.946094       -1.774903646     -0.04596501587     0.004605097786     0.004605097786          0          0                  0                  0 ""                 
 "MBGT.411236"       "RBEND"                    523.3332846        6.300016764        -0.00799133       -2784.115248        2396.849049        4234.694572       -1.767103149      -0.0477390183     0.004970435115      -0.2240373442          0          0                  0                  0 ""                 
 "DRIFT_106"         "DRIFT"                    523.9032846       0.5700000364                  0       -2784.673664        2396.821848        4234.583521       -1.767103149      -0.0477390183     0.004970435115     0.004970435115          0          0                  0                  0 ""                 
 "MBGT.411250"       "RBEND"                    530.2033014        6.300016764        -0.00799133         -2790.8501        2396.515623         4233.38025       -1.759301978     -0.04951296413     0.005349627396      -0.2240370059          0          0                  0                  0 ""                 
 "DRIFT_107"         "DRIFT"                    530.6983014       0.4950000182                  0       -2791.335736        2396.491124        4233.287605       -1.759301978     -0.04951296413     0.005349627396     0.005349627396          0          0                  0                  0 ""                 
 "QTGD.411300"       "QUADRUPOLE"               532.8983014                2.2                  0       -2793.494115         2396.38224         4232.87585       -1.759301978     -0.04951296413     0.005349627396     0.005349627396          0          0                  0                  0 ""                 
 "DRIFT_108"         "DRIFT"                    533.0583014               0.16                  0       -2793.651088        2396.374321        4232.845904       -1.759301978     -0.04951296413     0.005349627396     0.005349627396          0          0                  0                  0 ""                 
 "BPM.411305"        "VMONITOR"                 533.3083014               0.25                  0       -2793.896358        2396.361948        4232.799114       -1.759301978     -0.04951296413     0.005349627396     0.005349627396          0          0                  0                  0 ""                 
 "DRIFT_109"         "DRIFT"                    534.5933014        1.285000018                  0       -2795.157048         2396.29835        4232.558611       -1.759301978     -0.04951296413     0.005349627396     0.005349627396          0          0                  0                  0 ""                 
 "MBGT.411308"       "RBEND"                    540.8933182        6.300016764        -0.00799133        -2801.34214        2395.980962        4231.403663        -1.75150011     -0.05128686226     0.005742676557      -0.2240378136          0          0                  0                  0 ""                 
 "DRIFT_110"         "DRIFT"                    541.4633181       0.5699999364                  0       -2801.902122        2395.951742        4231.301356        -1.75150011     -0.05128686226     0.005742676557     0.005742676557          0          0                  0                  0 ""                 
 "MBGT.411322"       "RBEND"                    547.7633349        6.300016764        -0.00799133       -2808.095472        2395.623193        4230.194801       -1.743697519     -0.05306070602     0.006149584797      -0.2240377644          0          0                  0                  0 ""                 
 "DRIFT_111"         "DRIFT"                    548.3333349       0.5700000364                  0       -2808.656183        2395.592963        4230.096876       -1.743697519     -0.05306070602     0.006149584797     0.006149584797          0          0                  0                  0 ""                 
 "MBGT.411336"       "RBEND"                    554.6333517        6.300016764        -0.00799133       -2814.857395        2395.253255         4229.03878       -1.735894181     -0.05483449649     0.006570354295      -0.2240378552          0          0                  0                  0 ""                 
 "DRIFT_112"         "DRIFT"                    555.2033517       0.5700000364                  0         -2815.4188        2395.222015        4228.945242       -1.735894181     -0.05483449649     0.006570354295     0.006570354295          0          0                  0                  0 ""                 
 "MBGT.411350"       "RBEND"                    561.5033685        6.300016764        -0.00799133       -2821.627475         2394.87115        4227.935669        -1.72809007     -0.05660822694     0.007004987392      -0.2240370847          0          0                  0                  0 ""                 
 "DRIFT_113"         "DRIFT"                    561.9983684       0.4949999182                  0       -2822.115581        2394.843144        4227.858253        -1.72809007     -0.05660822694     0.007004987392     0.007004987392          0          0                  0                  0 ""                 
 "QTGF.411400"       "QUADRUPOLE"               564.1983684                2.2                  0       -2824.284942        2394.718672        4227.514184        -1.72809007     -0.05660822694     0.007004987392     0.007004987392          0          0                  0                  0 ""                 
 "DRIFT_114"         "DRIFT"                    564.3583684               0.16                  0       -2824.442713        2394.709619        4227.489161        -1.72809007     -0.05660822694     0.007004987392     0.007004987392          0          0                  0                  0 ""                 
 "BPM.411405"        "HMONITOR"                 564.6083684               0.25                  0       -2824.689231        2394.695475        4227.450062        -1.72809007     -0.05660822694     0.007004987392     0.007004987392          0          0                  0                  0 ""                 
 "DRIFT_115"         "DRIFT"                    564.6883684               0.08                  0       -2824.768117        2394.690949        4227.437551        -1.72809007     -0.05660822694     0.007004987392     0.007004987392          0          0                  0                  0 ""                 
 "MDGH.411406"       "HKICKER"                  565.2363684              0.548                  0       -2825.308485        2394.659944        4227.351846        -1.72809007     -0.05660822694     0.007004987392     0.007004987392          0          0                  0                  0 ""                 
 "DRIFT_116"         "DRIFT"                    565.8933684       0.6570000182                  0       -2825.956335        2394.622772        4227.249095        -1.72809007     -0.05660822694     0.007004987392     0.007004987392          0          0                  0                  0 ""                 
 "MBG.411408"        "RBEND"                    572.1933852        6.300016764        -0.00799133       -2832.172487        2394.266328        4226.288676       -1.720085918     -0.05660822755     0.007457848661   -0.0002265066082          0          0                  0                  0 ""                 
 "DRIFT_117"         "DRIFT"                    572.7633852       0.5700000364                  0       -2832.735244        2394.234079        4226.204032       -1.720085918     -0.05660822755     0.007457848661     0.007457848661          0          0                  0                  0 ""                 
 "MBG.411422"        "RBEND"                     579.063402        6.300016764        -0.00799133       -2838.958884        2393.877634        4225.293399       -1.712081767     -0.05660822926      0.00791070994   -0.0002266443389          0          0                  0                  0 ""                 
 "DRIFT_118"         "DRIFT"                    579.6334019       0.5699999364                  0         -2839.5223        2393.845385        4225.213262       -1.712081767     -0.05660822926      0.00791070994      0.00791070994          0          0                  0                  0 ""                 
 "MBG.411436"        "RBEND"                    585.9334187        6.300016764        -0.00799133       -2845.753029        2393.488941        4224.352472       -1.704077616     -0.05660823206     0.008363571236   -0.0002267810603          0          0                  0                  0 ""                 
 "DRIFT_119"         "DRIFT"                    586.5034187       0.5700000364                  0       -2846.317069        2393.456691        4224.276848       -1.704077616     -0.05660823206     0.008363571236     0.008363571236          0          0                  0                  0 ""                 
 "MBG.411450"        "RBEND"                    592.8034355        6.300016764        -0.00799133       -2852.554489        2393.100247        4223.465957       -1.696073465     -0.05660823196     0.008816432544   -0.0002264187636          0          0                  0                  0 ""                 
 "DRIFT_120"         "DRIFT"                    593.2984355       0.4950000182                  0       -2853.044823        2393.072241        4223.404206       -1.696073465     -0.05660823196     0.008816432544     0.008816432544          0          0                  0                  0 ""                 
 "QTGD.411500"       "QUADRUPOLE"               595.4984355                2.2                  0       -2855.224085        2392.947769        4223.129757       -1.696073465     -0.05660823196     0.008816432544     0.008816432544          0          0                  0                  0 ""                 
 "DRIFT_121"         "DRIFT"                    595.9884355               0.49                  0       -2855.709466        2392.920046         4223.06863       -1.696073465     -0.05660823196     0.008816432544     0.008816432544          0          0                  0                  0 ""                 
 "MDGV.411506"       "VKICKER"                  596.5364355              0.548                  0       -2856.252301        2392.889041        4223.000267       -1.696073465     -0.05660823196     0.008816432544     0.008816432544          0          0                  0                  0 ""                 
 "DRIFT_122"         "DRIFT"                    597.1934355       0.6570000182                  0       -2856.903108        2392.851869        4222.918306       -1.696073465     -0.05660823196     0.008816432544     0.008816432544          0          0                  0                  0 ""                 
 "MBG.411508"        "RBEND"                    603.4934523        6.300016764        -0.00799133       -2863.146818        2392.495425        4222.157366       -1.688069313     -0.05660822897     0.009269293839    -0.000226056456          0          0                  0                  0 ""                 
 "DRIFT_123"         "DRIFT"                    604.0634522       0.5699999364                  0       -2863.711996        2392.463176         4222.09078       -1.688069313     -0.05660822897     0.009269293839     0.009269293839          0          0                  0                  0 ""                 
 "MBG.411522"        "RBEND"                     610.363469        6.300016764        -0.00799133       -2869.961597        2392.106731        4221.379839       -1.680065162     -0.05660822707     0.009722155115   -0.0002261921609          0          0                  0                  0 ""                 
 "DRIFT_124"         "DRIFT"                     610.933469       0.5700000364                  0        -2870.52729        2392.074482        4221.317779       -1.680065162     -0.05660822707     0.009722155115     0.009722155115          0          0                  0                  0 ""                 
 "MBG.411536"        "RBEND"                    617.2334858        6.300016764        -0.00799133       -2876.782381        2391.718038        4220.656883       -1.672061011     -0.05660822626      0.01017501638   -0.0002263298853          0          0                  0                  0 ""                 
 "DRIFT_125"         "DRIFT"                    617.8034858       0.5700000364                  0       -2877.348553        2391.685788        4220.599353       -1.672061011     -0.05660822626      0.01017501638      0.01017501638          0          0                  0                  0 ""                 
 "MBG.411550"        "RBEND"                    624.1035026        6.300016764        -0.00799133       -2883.608733        2391.329344        4219.988544        -1.66405686     -0.05660822655      0.01062787764   -0.0002264666207          0          0                  0                  0 ""                 
 "DRIFT_126"         "DRIFT"                    624.5985025       0.4949999182                  0       -2884.100793        2391.301338        4219.942521        -1.66405686     -0.05660822655      0.01062787764      0.01062787764          0          0                  0                  0 ""                 
 "QTGF.411600"       "QUADRUPOLE"               626.7985025                2.2                  0       -2886.287724        2391.176866        4219.737973        -1.66405686     -0.05660822655      0.01062787764      0.01062787764          0          0                  0                  0 ""                 
 "DRIFT_127"         "DRIFT"                    626.9585025               0.16                  0       -2886.446773        2391.167814        4219.723097        -1.66405686     -0.05660822655      0.01062787764      0.01062787764          0          0                  0                  0 ""                 
 "BPM.411605"        "HMONITOR"                 627.2085025               0.25                  0       -2886.695288        2391.153669        4219.699853        -1.66405686     -0.05660822655      0.01062787764      0.01062787764          0          0                  0                  0 ""                 
 "DRIFT_128"         "DRIFT"                    628.4935025        1.285000018                  0       -2887.972654        2391.080967        4219.580379        -1.66405686     -0.05660822655      0.01062787764      0.01062787764          0          0                  0                  0 ""                 
 "MBG.411608"        "RBEND"                    634.7935193        6.300016764        -0.00799133       -2894.237523        2390.724522        4219.019696       -1.656052708     -0.05660822793      0.01108073891   -0.0002266033581          0          0                  0                  0 ""                 
 "DRIFT_129"         "DRIFT"                    635.3635193       0.5700000364                  0       -2894.804543        2390.692273        4218.971237       -1.656052708     -0.05660822793      0.01108073891      0.01108073891          0          0                  0                  0 ""                 
 "MBG.411622"        "RBEND"                    641.6635361        6.300016764        -0.00799133       -2901.073699        2390.335829        4218.460717       -1.648048557     -0.05660823039       0.0115336002   -0.0002267390888          0          0                  0                  0 ""                 
 "DRIFT_130"         "DRIFT"                    642.2335361       0.5700000364                  0       -2901.641089        2390.303579        4218.416797       -1.648048557     -0.05660823039       0.0115336002       0.0115336002          0          0                  0                  0 ""                 
 "MBG.411636"        "RBEND"                    648.5335529        6.300016764        -0.00799133       -2907.914131        2389.947135        4217.956473       -1.640044406     -0.05660822996      0.01198646149   -0.0002263758041          0          0                  0                  0 ""                 
