@ NAME             %06s "SURVEY"
@ TYPE             %06s "SURVEY"
@ TITLE            %08s "no-title"
@ ORIGIN           %18s "5.05.01 Windows 64"
@ DATE             %08s "27/04/20"
@ TIME             %08s "13.33.52"
* NAME               KEYWORD                             S                  L              ANGLE                  X                  Y                  Z              THETA                PHI                PSI         GLOBALTILT    SLOT_ID ASSEMBLY_ID           MECH_SEP              V_POS COMMENTS           
$ %s                 %s                                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le         %d         %d                %le                %le %s                 
 "DRIFT_60"          "DRIFT"                    299.8282984       0.5699999364                  0       -2571.533017         2401.80893        4302.177013       -1.993543447    0.0001779996962  -3.226766291e-005  -3.226766291e-005          0          0                  0                  0 ""                 
 "MBG.410536"        "RBEND"                    306.1283152        6.300016764        -0.00799133        -2577.28868        2401.810051        4299.615306       -1.985552117    0.0001779998993  -3.369012562e-005   7.366370861e-007          0          0                  0                  0 ""                 
 "DRIFT_61"          "DRIFT"                    306.6983152       0.5700000364                  0       -2577.810353        2401.810153        4299.385615       -1.985552117    0.0001779998993  -3.369012562e-005  -3.369012562e-005          0          0                  0                  0 ""                 
 "MBG.410550"        "RBEND"                     312.998332        6.300016764        -0.00799133       -2583.586303        2401.811274        4296.869986       -1.977560787    0.0001780007267  -3.511259245e-005   8.147743773e-007          0          0                  0                  0 ""                 
 "DRIFT_62"          "DRIFT"                     313.493332       0.4950000182                  0       -2584.040914        2401.811362        4296.674144       -1.977560787    0.0001780007267  -3.511259245e-005  -3.511259245e-005          0          0                  0                  0 ""                 
 "QTGF.410600"       "QUADRUPOLE"                315.693332                2.2                  0       -2586.061407        2401.811754        4295.803736       -1.977560787    0.0001780007267  -3.511259245e-005  -3.511259245e-005          0          0                  0                  0 ""                 
 "DRIFT_63"          "DRIFT"                     316.183332               0.49                  0       -2586.511426        2401.811841        4295.609873       -1.977560787    0.0001780007267  -3.511259245e-005  -3.511259245e-005          0          0                  0                  0 ""                 
 "MDGH.410606"       "HKICKER"                   316.731332              0.548                  0       -2587.014712        2401.811939        4295.393062       -1.977560787    0.0001780007267  -3.511259245e-005  -3.511259245e-005          0          0                  0                  0 ""                 
 "DRIFT_64"          "DRIFT"                     317.388332       0.6570000182                  0       -2587.618104        2401.812056        4295.133127       -1.977560787    0.0001780007267  -3.511259245e-005  -3.511259245e-005          0          0                  0                  0 ""                 
 "MBGT.410608"       "RBEND"                    323.6883488        6.300016764        -0.00799133       -2593.413726        2401.807584        4292.663156       -1.969769167    -0.001597405074  -2.958283339e-005      -0.2240375516          0          0                  0                  0 ""                 
 "DRIFT_65"          "DRIFT"                    324.2583487       0.5699999364                  0       -2593.938957        2401.806674        4292.441727       -1.969769167    -0.001597405074  -2.958283339e-005  -2.958283339e-005          0          0                  0                  0 ""                 
 "MBGT.410622"       "RBEND"                    330.5583655        6.300016764        -0.00799133       -2599.753631        2401.791018        4290.016995       -1.961977512    -0.003372752848  -1.021987003e-005      -0.2240370208          0          0                  0                  0 ""                 
 "DRIFT_66"          "DRIFT"                    331.1283655       0.5700000364                  0        -2600.28057        2401.789095        4289.799666       -1.961977512    -0.003372752848  -1.021987003e-005  -1.021987003e-005          0          0                  0                  0 ""                 
 "MBGT.410636"       "RBEND"                    337.4283823        6.300016764        -0.00799133       -2606.113925        2401.762255        4287.420328         -1.9541858    -0.005148051695   2.297604113e-005      -0.2240376579          0          0                  0                  0 ""                 
 "DRIFT_67"          "DRIFT"                    337.9983823       0.5700000364                  0       -2606.642537         2401.75932        4287.207113         -1.9541858    -0.005148051695   2.297604113e-005   2.297604113e-005          0          0                  0                  0 ""                 
 "MBGT.410650"       "RBEND"                    344.2983991        6.300016764        -0.00799133         -2612.4942        2401.721296         4284.87332       -1.946394003    -0.006923295133   7.000475136e-005       -0.224037463          0          0                  0                  0 ""                 
 "DRIFT_68"          "DRIFT"                     344.793399       0.4949999182                  0       -2612.954682        2401.717869        4284.691744       -1.946394003    -0.006923295133   7.000475136e-005   7.000475136e-005          0          0                  0                  0 ""                 
 "QTGD.410700"       "QUADRUPOLE"                346.993399                2.2                  0       -2615.001268        2401.702637         4283.88474       -1.946394003    -0.006923295133   7.000475136e-005   7.000475136e-005          0          0                  0                  0 ""                 
 "DRIFT_69"          "DRIFT"                     347.153399               0.16                  0        -2615.15011         2401.70153        4283.826049       -1.946394003    -0.006923295133   7.000475136e-005   7.000475136e-005          0          0                  0                  0 ""                 
 "BPM.410705"        "VMONITOR"                  347.403399               0.25                  0       -2615.382677        2401.699799        4283.734344       -1.946394003    -0.006923295133   7.000475136e-005   7.000475136e-005          0          0                  0                  0 ""                 
 "DRIFT_70"          "DRIFT"                     347.483399               0.08                  0       -2615.457098        2401.699245        4283.704999       -1.946394003    -0.006923295133   7.000475136e-005   7.000475136e-005          0          0                  0                  0 ""                 
 "BTV.410706"        "INSTRUMENT"                347.833399               0.35                  0       -2615.782691        2401.696822        4283.576612       -1.946394003    -0.006923295133   7.000475136e-005   7.000475136e-005          0          0                  0                  0 ""                 
 "DRIFT_71"          "DRIFT"                     348.688399       0.8550000182                  0       -2616.578069        2401.690903        4283.262981       -1.946394003    -0.006923295133   7.000475136e-005   7.000475136e-005          0          0                  0                  0 ""                 
 "MBGT.410708"       "RBEND"                    354.9884158        6.300016764        -0.00799133       -2622.447667        2401.641694        4280.974881       -1.938602098    -0.008698484465    0.0001308661729      -0.2240374352          0          0                  0                  0 ""                 
 "DRIFT_72"          "DRIFT"                    355.5584158       0.5700000364                  0       -2622.979524        2401.636736        4280.769935       -1.938602098    -0.008698484465    0.0001308661729    0.0001308661729          0          0                  0                  0 ""                 
 "MBGT.410722"       "RBEND"                    361.8584326        6.300016764        -0.00799133       -2628.866682        2401.576344        4278.527674       -1.930810061     -0.01047362102    0.0002055603138      -0.2240375778          0          0                  0                  0 ""                 
 "DRIFT_73"          "DRIFT"                    362.4284326       0.5700000364                  0       -2629.400111        2401.570374        4278.326882       -1.930810061     -0.01047362102    0.0002055603138    0.0002055603138          0          0                  0                  0 ""                 
 "MBGT.410736"       "RBEND"                    368.7284494        6.300016764        -0.00799133       -2635.304451          2401.4988        4276.130603       -1.923017868     -0.01224870613    0.0002940872781      -0.2240378917          0          0                  0                  0 ""                 
 "DRIFT_74"          "DRIFT"                    369.2984493       0.5699999364                  0       -2635.839418        2401.491819        4275.933977       -1.923017868     -0.01224870613    0.0002940872781    0.0002940872781          0          0                  0                  0 ""                 
 "MBGT.410750"       "RBEND"                    375.5984661        6.300016764        -0.00799133       -2641.760565        2401.409062         4273.78382       -1.915225492     -0.01402373333    0.0003964472585      -0.2240373767          0          0                  0                  0 ""                 
 "DRIFT_75"          "DRIFT"                    376.0934661       0.4950000182                  0       -2642.226447        2401.402121        4273.616695       -1.915225492     -0.01402373333    0.0003964472585    0.0003964472585          0          0                  0                  0 ""                 
 "QTGF.410800"       "QUADRUPOLE"               378.2934661                2.2                  0       -2644.297033        2401.371269        4272.873917       -1.915225492     -0.01402373333    0.0003964472585    0.0003964472585          0          0                  0                  0 ""                 
 "DRIFT_76"          "DRIFT"                    378.4534661               0.16                  0       -2644.447621        2401.369026        4272.819897       -1.915225492     -0.01402373333    0.0003964472585    0.0003964472585          0          0                  0                  0 ""                 
 "BPM.410805"        "HMONITOR"                 378.7034661               0.25                  0       -2644.682915         2401.36552         4272.73549       -1.915225492     -0.01402373333    0.0003964472585    0.0003964472585          0          0                  0                  0 ""                 
 "DRIFT_77"          "DRIFT"                    378.7834661               0.08                  0       -2644.758209        2401.364398         4272.70848       -1.915225492     -0.01402373333    0.0003964472585    0.0003964472585          0          0                  0                  0 ""                 
 "MDGH.410806"       "HKICKER"                  379.3314661              0.548                  0       -2645.273974        2401.356713        4272.523461       -1.915225492     -0.01402373333    0.0003964472585    0.0003964472585          0          0                  0                  0 ""                 
 "DRIFT_78"          "DRIFT"                    379.9884661       0.6570000182                  0       -2645.892326          2401.3475        4272.301641       -1.915225492     -0.01402373333    0.0003964472585    0.0003964472585          0          0                  0                  0 ""                 
 "MBGT.410808"       "RBEND"                    386.2884829        6.300016764        -0.00799133         -2651.8299        2401.253562        4270.197741       -1.907432909     -0.01579870397    0.0005126404964      -0.2240370337          0          0                  0                  0 ""                 
 "DRIFT_79"          "DRIFT"                    386.8584828       0.5699999364                  0       -2652.367839        2401.244557        4270.009485       -1.907432909     -0.01579870397    0.0005126404964    0.0005126404964          0          0                  0                  0 ""                 
 "MBGT.410822"       "RBEND"                    393.1584996        6.300016764        -0.00799133       -2658.321461        2401.139438        4267.951977       -1.899640096     -0.01757362718      0.00064266733      -0.2240378625          0          0                  0                  0 ""                 
 "DRIFT_80"          "DRIFT"                    393.7284996       0.5700000364                  0       -2658.860835        2401.129422        4267.767924       -1.899640096     -0.01757362718      0.00064266733      0.00064266733          0          0                  0                  0 ""                 
 "MBGT.410836"       "RBEND"                    400.0285164        6.300016764        -0.00799133       -2664.830123        2401.013123        4265.756936       -1.891847028     -0.01934849633    0.0007865282494      -0.2240378417          0          0                  0                  0 ""                 
 "DRIFT_81"          "DRIFT"                    400.5985164       0.5700000364                  0       -2665.370897        2401.002095        4265.577098       -1.891847028     -0.01934849633    0.0007865282494    0.0007865282494          0          0                  0                  0 ""                 
 "MBGT.410850"       "RBEND"                    406.8985332        6.300016764        -0.00799133       -2671.355471        2400.874617        4263.612758       -1.884053681     -0.02112331257    0.0009442237829      -0.2240379698          0          0                  0                  0 ""                 
 "DRIFT_82"          "DRIFT"                    407.3935332       0.4950000182                  0       -2671.826276        2400.864161        4263.460254       -1.884053681     -0.02112331257    0.0009442237829    0.0009442237829          0          0                  0                  0 ""                 
 "QTGD.410900"       "QUADRUPOLE"               409.5935332                2.2                  0       -2673.918746        2400.817693        4262.782455       -1.884053681     -0.02112331257    0.0009442237829    0.0009442237829          0          0                  0                  0 ""                 
 "DRIFT_83"          "DRIFT"                    410.0835332               0.49                  0       -2674.384796        2400.807344        4262.631491       -1.884053681     -0.02112331257    0.0009442237829    0.0009442237829          0          0                  0                  0 ""                 
 "MDGV.410906"       "VKICKER"                  410.6315332              0.548                  0       -2674.906011        2400.795769        4262.462657       -1.884053681     -0.02112331257    0.0009442237829    0.0009442237829          0          0                  0                  0 ""                 
 "DRIFT_84"          "DRIFT"                    411.2885331       0.6569999182                  0       -2675.530899        2400.781892        4262.260242       -1.884053681     -0.02112331257    0.0009442237829    0.0009442237829          0          0                  0                  0 ""                 
 "MBGT.410908"       "RBEND"                    417.5885499        6.300016764        -0.00799133       -2681.530374        2400.643235        4260.342673       -1.876260027     -0.02289806931     0.001115754562      -0.2240372492          0          0                  0                  0 ""                 
 "DRIFT_85"          "DRIFT"                    418.1585499       0.5700000364                  0       -2682.073845        2400.630184        4260.171299       -1.876260027     -0.02289806931     0.001115754562     0.001115754562          0          0                  0                  0 ""                 
 "MBGT.410922"       "RBEND"                    424.4585667        6.300016764        -0.00799133       -2688.087839        2400.480349        4258.300624       -1.868466046      -0.0246727755     0.001301121239      -0.2240376804          0          0                  0                  0 ""                 
 "DRIFT_86"          "DRIFT"                    425.0285667       0.5700000364                  0       -2688.632606        2400.466287        4258.133497       -1.868466046      -0.0246727755     0.001301121239     0.001301121239          0          0                  0                  0 ""                 
 "MBGT.410936"       "RBEND"                    431.3285835        6.300016764        -0.00799133       -2694.660733        2400.305275        4256.309832        -1.86067171     -0.02644742452     0.001500324641      -0.2240372608          0          0                  0                  0 ""                 
 "DRIFT_87"          "DRIFT"                    431.8985834       0.5699999364                  0       -2695.206762        2400.290201        4256.146964        -1.86067171     -0.02644742452     0.001500324641     0.001500324641          0          0                  0                  0 ""                 
 "MBGT.410950"       "RBEND"                    438.1986002        6.300016764        -0.00799133       -2701.248637        2400.118013        4254.370423       -1.852876995     -0.02822201852     0.001713365619      -0.2240371184          0          0                  0                  0 ""                 
 "DRIFT_88"          "DRIFT"                    438.6936002       0.4950000182                  0       -2701.723884        2400.104045        4254.232693       -1.852876995     -0.02822201852     0.001713365619     0.001713365619          0          0                  0                  0 ""                 
 "QTGF.411000"       "QUADRUPOLE"               440.8936002                2.2                  0       -2703.836095        2400.041964        4253.620556       -1.852876995     -0.02822201852     0.001713365619     0.001713365619          0          0                  0                  0 ""                 
 "DRIFT_89"          "DRIFT"                    441.0536002               0.16                  0        -2703.98971         2400.03745        4253.576037       -1.852876995     -0.02822201852     0.001713365619     0.001713365619          0          0                  0                  0 ""                 
 "BPM.411005"        "HMONITOR"                 441.3036002               0.25                  0       -2704.229734        2400.030395        4253.506476       -1.852876995     -0.02822201852     0.001713365619     0.001713365619          0          0                  0                  0 ""                 
 "DRIFT_90"          "DRIFT"                    441.3836002               0.08                  0       -2704.306542        2400.028138        4253.484217       -1.852876995     -0.02822201852     0.001713365619     0.001713365619          0          0                  0                  0 ""                 
 "BTV.411006"        "INSTRUMENT"               441.7336002               0.35                  0       -2704.642576        2400.018261        4253.386831       -1.852876995     -0.02822201852     0.001713365619     0.001713365619          0          0                  0                  0 ""                 
 "DRIFT_91"          "DRIFT"                    442.5886002       0.8550000182                  0       -2705.463458        2399.994135        4253.148933       -1.852876995     -0.02822201852     0.001713365619     0.001713365619          0          0                  0                  0 ""                 
 "MBGT.411008"       "RBEND"                     448.888617        6.300016764        -0.00799133       -2711.518693         2399.81077        4251.419628       -1.845081878     -0.02999655828      0.00194024513      -0.2240370774          0          0                  0                  0 ""                 
 "DRIFT_92"          "DRIFT"                     449.458617       0.5700000364                  0       -2712.067139        2399.793675        4251.265308       -1.845081878     -0.02999655828      0.00194024513      0.00194024513          0          0                  0                  0 ""                 
 "MBGT.411022"       "RBEND"                    455.7586338        6.300016764        -0.00799133       -2718.135349        2399.599137        4249.583347       -1.837286334     -0.03177104507      0.00218096422      -0.2240371979          0          0                  0                  0 ""                 
 "DRIFT_93"          "DRIFT"                    456.3286337       0.5699999364                  0       -2718.684951         2399.58103        4249.433315       -1.837286334     -0.03177104507      0.00218096422      0.00218096422          0          0                  0                  0 ""                 
 "MBGT.411036"       "RBEND"                    462.6286505        6.300016764        -0.00799133       -2724.765745        2399.375318        4247.798804       -1.829490338     -0.03354548013     0.002435524033      -0.2240374788          0          0                  0                  0 ""                 
 "DRIFT_94"          "DRIFT"                    463.1986505       0.5700000364                  0       -2725.316468        2399.356201        4247.653069       -1.829490338     -0.03354548013     0.002435524033     0.002435524033          0          0                  0                  0 ""                 
 "MBGT.411050"       "RBEND"                    469.4986673        6.300016764        -0.00799133       -2731.409457        2399.139316        4246.066109       -1.821693866     -0.03531986469     0.002703925806       -0.224037919          0          0                  0                  0 ""                 
 "DRIFT_95"          "DRIFT"                    469.9936673       0.4950000182                  0        -2731.88866        2399.121836         4245.94329       -1.821693866     -0.03531986469     0.002703925806     0.002703925806          0          0                  0                  0 ""                 
 "QTGD.411100"       "QUADRUPOLE"               472.1936673                2.2                  0       -2734.018448        2399.044149        4245.397429       -1.821693866     -0.03531986469     0.002703925806     0.002703925806          0          0                  0                  0 ""                 
 "DRIFT_96"          "DRIFT"                    472.3536673               0.16                  0       -2734.173342        2399.038499         4245.35773       -1.821693866     -0.03531986469     0.002703925806     0.002703925806          0          0                  0                  0 ""                 
 "BPM.411105"        "VMONITOR"                 472.6036673               0.25                  0       -2734.415364        2399.029671          4245.2957       -1.821693866     -0.03531986469     0.002703925806     0.002703925806          0          0                  0                  0 ""                 
 "DRIFT_97"          "DRIFT"                    472.6836673               0.08                  0       -2734.492811        2399.026846        4245.275851       -1.821693866     -0.03531986469     0.002703925806     0.002703925806          0          0                  0                  0 ""                 
 "MDGV.411106"       "VKICKER"                  473.2316673              0.548                  0       -2735.023322        2399.007494        4245.139882       -1.821693866     -0.03531986469     0.002703925806     0.002703925806          0          0                  0                  0 ""                 
 "DRIFT_98"          "DRIFT"                    473.8886672       0.6569999182                  0       -2735.659354        2398.984294        4244.976868       -1.821693866     -0.03531986469     0.002703925806     0.002703925806          0          0                  0                  0 ""                 
 "MBGT.411108"       "RBEND"                     480.188684        6.300016764        -0.00799133       -2741.764148        2398.756238        4243.437557       -1.813896893     -0.03709419219     0.002986170907      -0.2240375172          0          0                  0                  0 ""                 
 "DRIFT_99"          "DRIFT"                     480.758684       0.5700000364                  0       -2742.317007        2398.735099        4243.300445       -1.813896893     -0.03709419219     0.002986170907     0.002986170907          0          0                  0                  0 ""                 
 "MBGT.411122"       "RBEND"                    487.0587008        6.300016764        -0.00799133       -2748.433216        2398.495872        4241.808879       -1.806099393     -0.03886846383     0.003282260711      -0.2240372711          0          0                  0                  0 ""                 
 "DRIFT_100"         "DRIFT"                    487.6287008       0.5700000364                  0        -2748.98709        2398.473723        4241.676091       -1.806099393     -0.03886846383     0.003282260711     0.003282260711          0          0                  0                  0 ""                 
 "MBGT.411136"       "RBEND"                    493.9287176        6.300016764        -0.00799133        -2755.11432        2398.223327        4240.232362       -1.798301343     -0.04064268084     0.003592196687      -0.2240371823          0          0                  0                  0 ""                 
 "DRIFT_101"         "DRIFT"                    494.4987175       0.5699999364                  0       -2755.669174        2398.200167        4240.103906       -1.798301343     -0.04064268084     0.003592196687     0.003592196687          0          0                  0                  0 ""                 
 "MBGT.411150"       "RBEND"                    500.7987343        6.300016764        -0.00799133       -2761.807033        2397.938603        4238.708104       -1.790502718      -0.0424168444     0.003915980402      -0.2240372463          0          0                  0                  0 ""                 
 "DRIFT_102"         "DRIFT"                    501.2937343       0.4950000182                  0         -2762.2897        2397.917613        4238.600319       -1.790502718      -0.0424168444     0.003915980402     0.003915980402          0          0                  0                  0 ""                 
 "QTGF.411200"       "QUADRUPOLE"               503.4937343                2.2                  0       -2764.434884        2397.824324        4238.121276       -1.790502718      -0.0424168444     0.003915980402     0.003915980402          0          0                  0                  0 ""                 
 "DRIFT_103"         "DRIFT"                    503.9837343               0.49                  0       -2764.912675        2397.803546        4238.014579       -1.790502718      -0.0424168444     0.003915980402     0.003915980402          0          0                  0                  0 ""                 
 "MDGH.411206"       "HKICKER"                  504.5317343              0.548                  0       -2765.447021        2397.780308        4237.895254       -1.790502718      -0.0424168444     0.003915980402     0.003915980402          0          0                  0                  0 ""                 
 "DRIFT_104"         "DRIFT"                    505.1887343       0.6570000182                  0        -2766.08765        2397.752449        4237.752194       -1.790502718      -0.0424168444     0.003915980402     0.003915980402          0          0                  0                  0 ""                 
 "MBGT.411208"       "RBEND"                    511.4887511        6.300016764        -0.00799133       -2772.235746        2397.479717        4236.404404       -1.782703494     -0.04419095569     0.004253613516      -0.2240374616          0          0                  0                  0 ""                 
 "DRIFT_105"         "DRIFT"                    512.0587511       0.5700000364                  0       -2772.792452        2397.454537        4236.284636       -1.782703494     -0.04419095569     0.004253613516     0.004253613516          0          0                  0                  0 ""                 
 "MBGT.411222"       "RBEND"                    518.3587679        6.300016764        -0.00799133        -2778.95039        2397.170639         4234.98494       -1.774903646     -0.04596501587     0.004605097786      -0.2240378285          0          0                  0                  0 ""                 
 "DRIFT_106"         "DRIFT"                    518.9287678       0.5699999364                  0       -2779.507968        2397.144448        4234.869527       -1.774903646     -0.04596501587     0.004605097786     0.004605097786          0          0                  0                  0 ""                 
 "MBGT.411236"       "RBEND"                    525.2287846        6.300016764        -0.00799133       -2785.675353        2396.849386        4233.618006       -1.767103149      -0.0477390183     0.004970435115      -0.2240373442          0          0                  0                  0 ""                 
 "DRIFT_107"         "DRIFT"                    525.7987846       0.5700000364                  0       -2786.233768        2396.822186        4233.506955       -1.767103149      -0.0477390183     0.004970435115     0.004970435115          0          0                  0                  0 ""                 
 "MBGT.411250"       "RBEND"                    532.0988014        6.300016764        -0.00799133       -2792.410204         2396.51596        4232.303684       -1.759301978     -0.04951296413     0.005349627396      -0.2240370059          0          0                  0                  0 ""                 
 "DRIFT_108"         "DRIFT"                    532.5938014       0.4950000182                  0        -2792.89584        2396.491461        4232.211039       -1.759301978     -0.04951296413     0.005349627396     0.005349627396          0          0                  0                  0 ""                 
 "QTGD.411300"       "QUADRUPOLE"               534.7938014                2.2                  0       -2795.054219        2396.382577        4231.799283       -1.759301978     -0.04951296413     0.005349627396     0.005349627396          0          0                  0                  0 ""                 
 "DRIFT_109"         "DRIFT"                    534.9538014               0.16                  0       -2795.211192        2396.374658        4231.769338       -1.759301978     -0.04951296413     0.005349627396     0.005349627396          0          0                  0                  0 ""                 
 "BPM.411305"        "VMONITOR"                 535.2038014               0.25                  0       -2795.456463        2396.362285        4231.722547       -1.759301978     -0.04951296413     0.005349627396     0.005349627396          0          0                  0                  0 ""                 
 "DRIFT_110"         "DRIFT"                    536.4888014        1.285000018                  0       -2796.717152        2396.298687        4231.482045       -1.759301978     -0.04951296413     0.005349627396     0.005349627396          0          0                  0                  0 ""                 
 "MBGT.411308"       "RBEND"                    542.7888182        6.300016764        -0.00799133       -2802.902244          2395.9813        4230.327097        -1.75150011     -0.05128686226     0.005742676557      -0.2240378136          0          0                  0                  0 ""                 
 "DRIFT_111"         "DRIFT"                    543.3588181       0.5699999364                  0       -2803.462226        2395.952079         4230.22479        -1.75150011     -0.05128686226     0.005742676557     0.005742676557          0          0                  0                  0 ""                 
 "MBGT.411322"       "RBEND"                    549.6588349        6.300016764        -0.00799133       -2809.655576        2395.623531        4229.118235       -1.743697519     -0.05306070602     0.006149584797      -0.2240377644          0          0                  0                  0 ""                 
 "DRIFT_112"         "DRIFT"                    550.2288349       0.5700000364                  0       -2810.216287          2395.5933        4229.020309       -1.743697519     -0.05306070602     0.006149584797     0.006149584797          0          0                  0                  0 ""                 
 "MBGT.411336"       "RBEND"                    556.5288517        6.300016764        -0.00799133         -2816.4175        2395.253593        4227.962214       -1.735894181     -0.05483449649     0.006570354295      -0.2240378552          0          0                  0                  0 ""                 
 "DRIFT_113"         "DRIFT"                    557.0988517       0.5700000364                  0       -2816.978904        2395.222353        4227.868676       -1.735894181     -0.05483449649     0.006570354295     0.006570354295          0          0                  0                  0 ""                 
 "MBGT.411350"       "RBEND"                    563.3988685        6.300016764        -0.00799133        -2823.18758        2394.871487        4226.859103        -1.72809007     -0.05660822694     0.007004987392      -0.2240370847          0          0                  0                  0 ""                 
 "DRIFT_114"         "DRIFT"                    563.8938684       0.4949999182                  0       -2823.675686        2394.843481        4226.781687        -1.72809007     -0.05660822694     0.007004987392     0.007004987392          0          0                  0                  0 ""                 
 "QTGF.411400"       "QUADRUPOLE"               566.0938684                2.2                  0       -2825.845046        2394.719009        4226.437618        -1.72809007     -0.05660822694     0.007004987392     0.007004987392          0          0                  0                  0 ""                 
 "DRIFT_115"         "DRIFT"                    566.2538684               0.16                  0       -2826.002817        2394.709957        4226.412595        -1.72809007     -0.05660822694     0.007004987392     0.007004987392          0          0                  0                  0 ""                 
 "BPM.411405"        "HMONITOR"                 566.5038684               0.25                  0       -2826.249336        2394.695812        4226.373496        -1.72809007     -0.05660822694     0.007004987392     0.007004987392          0          0                  0                  0 ""                 
 "DRIFT_116"         "DRIFT"                    566.5838684               0.08                  0       -2826.328221        2394.691286        4226.360984        -1.72809007     -0.05660822694     0.007004987392     0.007004987392          0          0                  0                  0 ""                 
 "MDGH.411406"       "HKICKER"                  567.1318684              0.548                  0       -2826.868589        2394.660281         4226.27528        -1.72809007     -0.05660822694     0.007004987392     0.007004987392          0          0                  0                  0 ""                 
 "DRIFT_117"         "DRIFT"                    567.7888684       0.6570000182                  0       -2827.516439         2394.62311        4226.172529        -1.72809007     -0.05660822694     0.007004987392     0.007004987392          0          0                  0                  0 ""                 
 "MBG.411408"        "RBEND"                    574.0888852        6.300016764        -0.00799133       -2833.732591        2394.266665         4225.21211       -1.720085918     -0.05660822755     0.007457848661   -0.0002265066082          0          0                  0                  0 ""                 
 "DRIFT_118"         "DRIFT"                    574.6588852       0.5700000364                  0       -2834.295348        2394.234416        4225.127466       -1.720085918     -0.05660822755     0.007457848661     0.007457848661          0          0                  0                  0 ""                 
 "MBG.411422"        "RBEND"                     580.958902        6.300016764        -0.00799133       -2840.518988        2393.877972        4224.216833       -1.712081767     -0.05660822926      0.00791070994   -0.0002266443389          0          0                  0                  0 ""                 
 "DRIFT_119"         "DRIFT"                    581.5289019       0.5699999364                  0       -2841.082404        2393.845722        4224.136696       -1.712081767     -0.05660822926      0.00791070994      0.00791070994          0          0                  0                  0 ""                 
 "MBG.411436"        "RBEND"                    587.8289187        6.300016764        -0.00799133       -2847.313134        2393.489278        4223.275906       -1.704077616     -0.05660823206     0.008363571236   -0.0002267810603          0          0                  0                  0 ""                 
 "DRIFT_120"         "DRIFT"                    588.3989187       0.5700000364                  0       -2847.877173        2393.457029        4223.200282       -1.704077616     -0.05660823206     0.008363571236     0.008363571236          0          0                  0                  0 ""                 
 "MBG.411450"        "RBEND"                    594.6989355        6.300016764        -0.00799133       -2854.114593        2393.100584        4222.389391       -1.696073465     -0.05660823196     0.008816432544   -0.0002264187636          0          0                  0                  0 ""                 
 "DRIFT_121"         "DRIFT"                    595.1939355       0.4950000182                  0       -2854.604927        2393.072578         4222.32764       -1.696073465     -0.05660823196     0.008816432544     0.008816432544          0          0                  0                  0 ""                 
 "QTGD.411500"       "QUADRUPOLE"               597.3939355                2.2                  0       -2856.784189        2392.948107        4222.053191       -1.696073465     -0.05660823196     0.008816432544     0.008816432544          0          0                  0                  0 ""                 
 "DRIFT_122"         "DRIFT"                    597.8839355               0.49                  0       -2857.269571        2392.920383        4221.992063       -1.696073465     -0.05660823196     0.008816432544     0.008816432544          0          0                  0                  0 ""                 
 "MDGV.411506"       "VKICKER"                  598.4319355              0.548                  0       -2857.812405        2392.889379          4221.9237       -1.696073465     -0.05660823196     0.008816432544     0.008816432544          0          0                  0                  0 ""                 
 "DRIFT_123"         "DRIFT"                    599.0889355       0.6570000182                  0       -2858.463212        2392.852207         4221.84174       -1.696073465     -0.05660823196     0.008816432544     0.008816432544          0          0                  0                  0 ""                 
 "MBG.411508"        "RBEND"                    605.3889523        6.300016764        -0.00799133       -2864.706922        2392.495763        4221.080799       -1.688069313     -0.05660822897     0.009269293839    -0.000226056456          0          0                  0                  0 ""                 
 "DRIFT_124"         "DRIFT"                    605.9589522       0.5699999364                  0         -2865.2721        2392.463513        4221.014214       -1.688069313     -0.05660822897     0.009269293839     0.009269293839          0          0                  0                  0 ""                 
 "MBG.411522"        "RBEND"                     612.258969        6.300016764        -0.00799133       -2871.521701        2392.107069        4220.303273       -1.680065162     -0.05660822707     0.009722155115   -0.0002261921609          0          0                  0                  0 ""                 
 "DRIFT_125"         "DRIFT"                     612.828969       0.5700000364                  0       -2872.087394        2392.074819        4220.241213       -1.680065162     -0.05660822707     0.009722155115     0.009722155115          0          0                  0                  0 ""                 
 "MBG.411536"        "RBEND"                    619.1289858        6.300016764        -0.00799133       -2878.342485        2391.718375        4219.580317       -1.672061011     -0.05660822626      0.01017501638   -0.0002263298853          0          0                  0                  0 ""                 
 "DRIFT_126"         "DRIFT"                    619.6989858       0.5700000364                  0       -2878.908657        2391.686126        4219.522787       -1.672061011     -0.05660822626      0.01017501638      0.01017501638          0          0                  0                  0 ""                 
 "MBG.411550"        "RBEND"                    625.9990026        6.300016764        -0.00799133       -2885.168837        2391.329681        4218.911978        -1.66405686     -0.05660822655      0.01062787764   -0.0002264666207          0          0                  0                  0 ""                 
 "DRIFT_127"         "DRIFT"                    626.4940025       0.4949999182                  0       -2885.660897        2391.301675        4218.865955        -1.66405686     -0.05660822655      0.01062787764      0.01062787764          0          0                  0                  0 ""                 
 "QTGF.411600"       "QUADRUPOLE"               628.6940025                2.2                  0       -2887.847828        2391.177204        4218.661407        -1.66405686     -0.05660822655      0.01062787764      0.01062787764          0          0                  0                  0 ""                 
 "DRIFT_128"         "DRIFT"                    628.8540025               0.16                  0       -2888.006877        2391.168151        4218.646531        -1.66405686     -0.05660822655      0.01062787764      0.01062787764          0          0                  0                  0 ""                 
